14/02/2020 12:00:00 AM, 50.000000000000000000000000417, 50
21/02/2020 12:00:00 AM, 96.86199554824349172553953391, 100
28/02/2020 12:00:00 AM, 136.99026343960429235199340170, 150
6/03/2020 12:00:00 AM, 193.87797165485453173635979562, 200
13/03/2020 12:00:00 AM, 168.52178012788502885398191605, 250
20/03/2020 12:00:00 AM, 237.26218187195619317508263924, 300
27/03/2020 12:00:00 AM, 293.68955408162789898668423633, 350
3/04/2020 12:00:00 AM, 360.39374075665066758471245294, 400
10/04/2020 12:00:00 AM, 417.19937679997761200442999971, 450
17/04/2020 12:00:00 AM, 477.69759660929936654584205273, 500
24/04/2020 12:00:00 AM, 559.47258669047735675924409359, 550
1/05/2020 12:00:00 AM, 707.72586832654322481773870531, 600
8/05/2020 12:00:00 AM, 836.7168552171656129509056508, 650
15/05/2020 12:00:00 AM, 845.0610488174368441880176677, 700
22/05/2020 12:00:00 AM, 881.6115367397779169511553558, 750
29/05/2020 12:00:00 AM, 956.1378683561140399011144305, 800
5/06/2020 12:00:00 AM, 1027.0769711517916073652081004, 850
12/06/2020 12:00:00 AM, 1059.5239279742452062342676928, 900
19/06/2020 12:00:00 AM, 1092.4445804356495310740888269, 950
26/06/2020 12:00:00 AM, 1124.3818291593890599783823978, 1000
3/07/2020 12:00:00 AM, 1162.9784370274122866517457468, 1050
10/07/2020 12:00:00 AM, 1240.9398909952714564513597995, 1100
17/07/2020 12:00:00 AM, 1273.6591371094017728379188215, 1150
24/07/2020 12:00:00 AM, 1377.9953238931817082308381829, 1200
31/07/2020 12:00:00 AM, 1685.9436231260983797099829744, 1250
7/08/2020 12:00:00 AM, 1774.4126633911917357190360030, 1300
14/08/2020 12:00:00 AM, 1848.7205249290213809599075455, 1350
21/08/2020 12:00:00 AM, 1863.8568162177616251968347754, 1400
28/08/2020 12:00:00 AM, 1913.5658209822559551654922448, 1450
4/09/2020 12:00:00 AM, 1788.4508267464194432804116737, 1500
11/09/2020 12:00:00 AM, 1824.3959684946905991474942343, 1550
18/09/2020 12:00:00 AM, 1969.7052148709796077534171110, 1600
25/09/2020 12:00:00 AM, 1975.7097869489551661350704120, 1650
2/10/2020 12:00:00 AM, 2004.1760141980801121669228456, 1700
9/10/2020 12:00:00 AM, 2145.5291181813245155657329554, 1750
16/10/2020 12:00:00 AM, 2247.5068911408293829707467317, 1800
23/10/2020 12:00:00 AM, 2617.5215404261262429148503178, 1850
30/10/2020 12:00:00 AM, 2794.1669954634825184049202354, 1900
6/11/2020 12:00:00 AM, 3259.9981591774706541685415771, 1950
13/11/2020 12:00:00 AM, 3466.1768884153105651453730225, 2000
20/11/2020 12:00:00 AM, 4015.3732879120329245048988776, 2050
27/11/2020 12:00:00 AM, 3732.5147703584528733982957910, 2100
4/12/2020 12:00:00 AM, 4116.1661248445475040814114885, 2150
11/12/2020 12:00:00 AM, 4026.1889885759100012628149764, 2200
18/12/2020 12:00:00 AM, 5216.4093915136148670746276257, 2250
25/12/2020 12:00:00 AM, 5618.6448537357280869480465695, 2300
1/01/2021 12:00:00 AM, 6731.4711879170016144443795149, 2350
8/01/2021 12:00:00 AM, 9358.377010807214045187882017, 2400
15/01/2021 12:00:00 AM, 8543.173223794509936530523020, 2450
22/01/2021 12:00:00 AM, 7701.5908996908935390322784400, 2500
29/01/2021 12:00:00 AM, 8055.285699399011893673653689, 2550
5/02/2021 12:00:00 AM, 9043.642012993592111759619599, 2600
12/02/2021 12:00:00 AM, 11236.411063537363893315590843, 2650
19/02/2021 12:00:00 AM, 13310.861205419226842989325085, 2700
26/02/2021 12:00:00 AM, 11084.472657644666632820562590, 2750
5/03/2021 12:00:00 AM, 11719.697493357026269632873460, 2800
12/03/2021 12:00:00 AM, 13804.770690717619409400081199, 2850
19/03/2021 12:00:00 AM, 14053.145369211004193710164073, 2900
26/03/2021 12:00:00 AM, 13364.803640242971834207615356, 2950
2/04/2021 12:00:00 AM, 14371.872983945116437349535905, 3000
9/04/2021 12:00:00 AM, 14212.645193862910623025917978, 3050
16/04/2021 12:00:00 AM, 15060.106871037158352959442272, 3100
23/04/2021 12:00:00 AM, 12598.580096832927041683431682, 3150
30/04/2021 12:00:00 AM, 14268.667101323051148610582395, 3200
7/05/2021 12:00:00 AM, 14223.963394541955747252087826, 3250
14/05/2021 12:00:00 AM, 12414.040985456076788749618167, 3300
21/05/2021 12:00:00 AM, 9339.994186392190145640833403, 3350
28/05/2021 12:00:00 AM, 8980.583436706351677835887254, 3400
4/06/2021 12:00:00 AM, 9329.948809003765231978510535, 3450
11/06/2021 12:00:00 AM, 9497.246306872536331830500667, 3500
18/06/2021 12:00:00 AM, 9148.874358104041054738394637, 3550
25/06/2021 12:00:00 AM, 8135.437419087846875287552803, 3600
2/07/2021 12:00:00 AM, 8756.931684072450513795281951, 3650
9/07/2021 12:00:00 AM, 8802.788033716521822559833149, 3700
16/07/2021 12:00:00 AM, 8226.804355675184662058128787, 3750
23/07/2021 12:00:00 AM, 8855.751889057142535342355833, 3800
30/07/2021 12:00:00 AM, 11172.206428375612195113800732, 3850
6/08/2021 12:00:00 AM, 11378.922385042571786509455347, 3900
13/08/2021 12:00:00 AM, 12762.021343385943788313912280, 3950
20/08/2021 12:00:00 AM, 13216.404319285832433883829841, 4000
27/08/2021 12:00:00 AM, 13196.817501474654697222577089, 4050
3/09/2021 12:00:00 AM, 13498.223621986480194488286430, 4100
10/09/2021 12:00:00 AM, 12156.204968819683074969486004, 4150
17/09/2021 12:00:00 AM, 12867.652071228989066186036843, 4200
